REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
"Maryland, Congressional District 3 (113th - current)",Associate's Degree,"26,000",6.5,5.7,7.2
"Maryland, Congressional District 3 (113th - current)",Bachelor's Degree,"119,000",29.2,28.1,30.4
"Maryland, Congressional District 3 (113th - current)",Graduate Degree,"97,000",23.7,22.7,24.8
"Maryland, Congressional District 4 (113th - current)",Not a high school graduate,"51,000",12.1,11.3,12.9
"Maryland, Congressional District 4 (113th - current)",High school diploma or GED,"193,000",45.7,44.2,47.3
"Maryland, Congressional District 4 (113th - current)",Associate's Degree,"30,000",7.0,6.3,7.7
"Maryland, Congressional District 4 (113th - current)",Bachelor's Degree,"90,000",21.3,20.2,22.4
"Maryland, Congressional District 4 (113th - current)",Graduate Degree,"59,000",13.9,13.0,14.7
"Maryland, Congressional District 5 (113th - current)",Not a high school graduate,"27,000",6.7,6.0,7.4
"Maryland, Congressional District 5 (113th - current)",High school diploma or GED,"189,000",46.9,45.4,48.4
"Maryland, Congressional District 5 (113th - current)",Associate's Degree,"31,000",7.7,7.1,8.4
"Maryland, Congressional District 5 (113th - current)",Bachelor's Degree,"93,000",23.0,22.0,24.0
"Maryland, Congressional District 5 (113th - current)",Graduate Degree,"64,000",15.8,14.9,16.6
"Maryland, Congressional District 6 (113th - current)",Not a high school graduate,"35,000",8.6,7.8,9.4
"Maryland, Congressional District 6 (113th - current)",High school diploma or GED,"162,000",40.3,38.9,41.7
"Maryland, Congressional District 6 (113th - current)",Associate's Degree,"34,000",8.6,7.9,9.3
"Maryland, Congressional District 6 (113th - current)",Bachelor's Degree,"91,000",22.7,21.6,23.7
"Maryland, Congressional District 6 (113th - current)",Graduate Degree,"80,000",19.9,18.9,20.9
"Maryland, Congressional District 7 (113th - current)",Not a high school graduate,"35,000",9.1,8.3,10.0
"Maryland, Congressional District 7 (113th - current)",High school diploma or GED,"166,000",43.4,41.7,45.1
"Maryland, Congressional District 7 (113th - current)",Associate's Degree,"23,000",5.9,5.3,6.6
"Maryland, Congressional District 7 (113th - current)",Bachelor's Degree,"85,000",22.2,21.0,23.3
"Maryland, Congressional District 7 (113th - current)",Graduate Degree,"74,000",19.4,18.4,20.4
"Maryland, Congressional District 8 (113th - current)",Not a high school graduate,"34,000",8.2,7.4,9.0
"Maryland, Congressional District 8 (113th - current)",High school diploma or GED,"124,000",29.6,28.3,30.8
"Maryland, Congressional District 8 (113th - current)",Associate's Degree,"23,000",5.5,5.0,6.0
"Maryland, Congressional District 8 (113th - current)",Bachelor's Degree,"109,000",25.9,24.9,27.0
"Maryland, Congressional District 8 (113th - current)",Graduate Degree,"129,000",30.8,29.8,31.7
"Massachusetts, Congressional District 1 (113th - current)",Not a high school graduate,"42,000",11.2,10.3,12.2
"Massachusetts, Congressional District 1 (113th - current)",High school diploma or GED,"178,000",47.2,45.6,48.7
"Massachusetts, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.1,9.3,10.9
"Massachusetts, Congressional District 1 (113th - current)",Bachelor's Degree,"74,000",19.6,18.5,20.6
"Massachusetts, Congressional District 1 (113th - current)",Graduate Degree,"45,000",11.9,11.1,12.7
"Massachusetts, Congressional District 2 (113th - current)",Not a high school graduate,"23,000",5.8,5.2,6.5
"Massachusetts, Congressional District 2 (113th - current)",High school diploma or GED,"164,000",42.2,40.6,43.7
"Massachusetts, Congressional District 2 (113th - current)",Associate's Degree,"35,000",9.0,8.3,9.8
"Massachusetts, Congressional District 2 (113th - current)",Bachelor's Degree,"99,000",25.6,24.5,26.7
"Massachusetts, Congressional District 2 (113th - current)",Graduate Degree,"68,000",17.4,16.4,18.4
"Massachusetts, Congressional District 3 (113th - current)",Not a high school graduate,"40,000",9.5,8.7,10.3
"Massachusetts, Congressional District 3 (113th - current)",High school diploma or GED,"177,000",42.3,40.7,43.9
"Massachusetts, Congressional District 3 (113th - current)",Associate's Degree,"35,000",8.4,7.7,9.1
"Massachusetts, Congressional District 3 (113th - current)",Bachelor's Degree,"97,000",23.1,22.0,24.2
"Massachusetts, Congressional District 3 (113th - current)",Graduate Degree,"70,000",16.7,15.8,17.5
"Massachusetts, Congressional District 4 (113th - current)",Not a high school graduate,"21,000",5.2,4.5,5.8
"Massachusetts, Congressional District 4 (113th - current)",High school diploma or GED,"132,000",33.0,31.6,34.4
"Massachusetts, Congressional District 4 (113th - current)",Associate's Degree,"28,000",7.1,6.5,7.8
"Massachusetts, Congressional District 4 (113th - current)",Bachelor's Degree,"110,000",27.7,26.6,28.8
"Massachusetts, Congressional District 4 (113th - current)",Graduate Degree,"108,000",27.0,25.9,28.2
"Massachusetts, Congressional District 5 (113th - current)",Not a high school graduate,"20,000",4.6,3.9,5.3
"Massachusetts, Congressional District 5 (113th - current)",High school diploma or GED,"112,000",26.0,24.7,27.3
"Massachusetts, Congressional District 5 (113th - current)",Associate's Degree,"21,000",5.0,4.4,5.6
"Massachusetts, Congressional District 5 (113th - current)",Bachelor's Degree,"137,000",31.7,30.6,32.9
"Massachusetts, Congressional District 5 (113th - current)",Graduate Degree,"141,000",32.7,31.5,33.8
"Massachusetts, Congressional District 6 (113th - current)",Not a high school graduate,"26,000",6.3,5.7,7.0
"Massachusetts, Congressional District 6 (113th - current)",High school diploma or GED,"145,000",35.5,34.1,37.0
"Massachusetts, Congressional District 6 (113th - current)",Associate's Degree,"33,000",8.0,7.4,8.7
"Massachusetts, Congressional District 6 (113th - current)",Bachelor's Degree,"122,000",29.8,28.7,30.9
"Massachusetts, Congressional District 6 (113th - current)",Graduate Degree,"83,000",20.3,19.3,21.3
"Massachusetts, Congressional District 7 (113th - current)",Not a high school graduate,"56,000",12.1,11.2,13.1
"Massachusetts, Congressional District 7 (113th - current)",High school diploma or GED,"150,000",32.2,30.7,33.8
"Massachusetts, Congressional District 7 (113th - current)",Associate's Degree,"22,000",4.8,4.2,5.4
"Massachusetts, Congressional District 7 (113th - current)",Bachelor's Degree,"128,000",27.5,26.3,28.7
"Massachusetts, Congressional District 7 (113th - current)",Graduate Degree,"109,000",23.4,22.4,24.4
"Massachusetts, Congressional District 8 (113th - current)",Not a high school graduate,"26,000",6.1,5.4,6.7
"Massachusetts, Congressional District 8 (113th - current)",High school diploma or GED,"145,000",33.5,32.1,34.8
"Massachusetts, Congressional District 8 (113th - current)",Associate's Degree,"34,000",7.7,7.0,8.5
"Massachusetts, Congressional District 8 (113th - current)",Bachelor's Degree,"136,000",31.4,30.3,32.6
"Massachusetts, Congressional District 8 (113th - current)",Graduate Degree,"92,000",21.3,20.3,22.2
"Massachusetts, Congressional District 9 (113th - current)",Not a high school graduate,"31,000",8.2,7.5,9.0
"Massachusetts, Congressional District 9 (113th - current)",High school diploma or GED,"175,000",46.7,45.0,48.3
"Massachusetts, Congressional District 9 (113th - current)",Associate's Degree,"36,000",9.7,8.9,10.5
"Massachusetts, Congressional District 9 (113th - current)",Bachelor's Degree,"86,000",22.9,21.9,24.0
"Massachusetts, Congressional District 9 (113th - current)",Graduate Degree,"47,000",12.4,11.6,13.3
"Michigan, Congressional District 1 (113th - current)",Not a high school graduate,"22,000",6.5,5.9,7.0
"Michigan, Congressional District 1 (113th - current)",High school diploma or GED,"195,000",56.2,54.8,57.5
"Michigan, Congressional District 1 (113th - current)",Associate's Degree,"40,000",11.7,11.0,12.3
"Michigan, Congressional District 1 (113th - current)",Bachelor's Degree,"61,000",17.5,16.8,18.3
"Michigan, Congressional District 1 (113th - current)",Graduate Degree,"28,000",8.1,7.5,8.7
"Michigan, Congressional District 2 (113th - current)",Not a high school graduate,"27,000",7.2,6.5,7.9
"Michigan, Congressional District 2 (113th - current)",High school diploma or GED,"202,000",54.2,52.6,55.7
"Michigan, Congressional District 2 (113th - current)",Associate's Degree,"40,000",10.7,10.0,11.5
"Michigan, Congressional District 2 (113th - current)",Bachelor's Degree,"73,000",19.4,18.5,20.4
"Michigan, Congressional District 2 (113th - current)",Graduate Degree,"32,000",8.4,7.8,9.1
"Michigan, Congressional District 3 (113th - current)",Not a high school graduate,"28,000",7.1,6.4,7.8
"Michigan, Congressional District 3 (113th - current)",High school diploma or GED,"189,000",48.3,47.0,49.7
"Michigan, Congressional District 3 (113th - current)",Associate's Degree,"39,000",10.0,9.3,10.8
"Michigan, Congressional District 3 (113th - current)",Bachelor's Degree,"91,000",23.2,22.2,24.3
"Michigan, Congressional District 3 (113th - current)",Graduate Degree,"44,000",11.3,10.5,12.0
"Michigan, Congressional District 4 (113th - current)",Not a high school graduate,"28,000",8.0,7.4,8.7
"Michigan, Congressional District 4 (113th - current)",High school diploma or GED,"200,000",57.3,56.0,58.6
"Michigan, Congressional District 4 (113th - current)",Associate's Degree,"40,000",11.4,10.7,12.1
"Michigan, Congressional District 4 (113th - current)",Bachelor's Degree,"51,000",14.6,13.8,15.4
"Michigan, Congressional District 4 (113th - current)",Graduate Degree,"30,000",8.7,8.1,9.3
"Michigan, Congressional District 5 (113th - current)",Not a high school graduate,"28,000",8.1,7.3,8.9
"Michigan, Congressional District 5 (113th - current)",High school diploma or GED,"200,000",58.4,56.7,60.1
"Michigan, Congressional District 5 (113th - current)",Associate's Degree,"41,000",12.1,11.2,13.0
"Michigan, Congressional District 5 (113th - current)",Bachelor's Degree,"49,000",14.4,13.5,15.3
"Michigan, Congressional District 5 (113th - current)",Graduate Degree,"24,000",7.1,6.4,7.7
"Michigan, Congressional District 6 (113th - current)",Not a high school graduate,"31,000",8.8,8.1,9.5
"Michigan, Congressional District 6 (113th - current)",High school diploma or GED,"180,000",50.4,49.0,51.8
"Michigan, Congressional District 6 (113th - current)",Associate's Degree,"38,000",10.8,9.9,11.6
"Michigan, Congressional District 6 (113th - current)",Bachelor's Degree,"70,000",19.5,18.5,20.5
"Michigan, Congressional District 6 (113th - current)",Graduate Degree,"37,000",10.5,9.8,11.2
"Michigan, Congressional District 7 (113th - current)",Not a high school graduate,"26,000",7.0,6.4,7.7
"Michigan, Congressional District 7 (113th - current)",High school diploma or GED,"201,000",54.9,53.4,56.4
"Michigan, Congressional District 7 (113th - current)",Associate's Degree,"39,000",10.7,10.0,11.4
"Michigan, Congressional District 7 (113th - current)",Bachelor's Degree,"67,000",18.2,17.4,19.1
"Michigan, Congressional District 7 (113th - current)",Graduate Degree,"33,000",9.1,8.5,9.8
"Michigan, Congressional District 8 (113th - current)",Not a high school graduate,"17,000",4.4,3.9,5.0
"Michigan, Congressional District 8 (113th - current)",High school diploma or GED,"164,000",43.0,41.6,44.3
"Michigan, Congressional District 8 (113th - current)",Associate's Degree,"37,000",9.7,9.0,10.3
"Michigan, Congressional District 8 (113th - current)",Bachelor's Degree,"98,000",25.7,24.8,26.6
"Michigan, Congressional District 8 (113th - current)",Graduate Degree,"66,000",17.2,16.4,18.1
"Michigan, Congressional District 9 (113th - current)",Not a high school graduate,"36,000",9.1,8.3,9.9
"Michigan, Congressional District 9 (113th - current)",High school diploma or GED,"192,000",48.1,46.6,49.5
"Michigan, Congressional District 9 (113th - current)",Associate's Degree,"40,000",10.0,9.3,10.8
"Michigan, Congressional District 9 (113th - current)",Bachelor's Degree,"84,000",21.0,19.9,22.0
"Michigan, Congressional District 9 (113th - current)",Graduate Degree,"47,000",11.8,11.0,12.5
"Michigan, Congressional District 10 (113th - current)",Not a high school graduate,"28,000",7.4,6.8,8.0
"Michigan, Congressional District 10 (113th - current)",High school diploma or GED,"202,000",53.1,51.8,54.4
"Michigan, Congressional District 10 (113th - current)",Associate's Degree,"50,000",13.1,12.3,13.9
"Michigan, Congressional District 10 (113th - current)",Bachelor's Degree,"66,000",17.4,16.6,18.3
"Michigan, Congressional District 10 (113th - current)",Graduate Degree,"34,000",9.0,8.3,9.6
"Michigan, Congressional District 11 (113th - current)",Not a high school graduate,"14,000",3.6,3.1,4.0
"Michigan, Congressional District 11 (113th - current)",High school diploma or GED,"136,000",34.4,33.2,35.6
"Michigan, Congressional District 11 (113th - current)",Associate's Degree,"36,000",9.1,8.4,9.8
"Michigan, Congressional District 11 (113th - current)",Bachelor's Degree,"123,000",30.9,29.9,32.0
"Michigan, Congressional District 11 (113th - current)",Graduate Degree,"87,000",22.0,21.1,22.9
"Michigan, Congressional District 12 (113th - current)",Not a high school graduate,"30,000",8.2,7.4,8.9
"Michigan, Congressional District 12 (113th - current)",High school diploma or GED,"163,000",44.8,43.4,46.3
"Michigan, Congressional District 12 (113th - current)",Associate's Degree,"31,000",8.5,7.8,9.2
"Michigan, Congressional District 12 (113th - current)",Bachelor's Degree,"75,000",20.8,19.9,21.7
"Michigan, Congressional District 12 (113th - current)",Graduate Degree,"64,000",17.7,16.8,18.5
"Michigan, Congressional District 13 (113th - current)",Not a high school graduate,"53,000",15.6,14.6,16.6
"Michigan, Congressional District 13 (113th - current)",High school diploma or GED,"202,000",59.3,57.8,60.9
"Michigan, Congressional District 13 (113th - current)",Associate's Degree,"27,000",7.9,7.1,8.7
"Michigan, Congressional District 13 (113th - current)",Bachelor's Degree,"39,000",11.6,10.7,12.4
"Michigan, Congressional District 13 (113th - current)",Graduate Degree,"19,000",5.6,5.0,6.2
"Michigan, Congressional District 14 (113th - current)",Not a high school graduate,"47,000",12.8,11.7,13.8
"Michigan, Congressional District 14 (113th - current)",High school diploma or GED,"175,000",47.9,46.3,49.4
"Michigan, Congressional District 14 (113th - current)",Associate's Degree,"30,000",8.1,7.3,8.9
"Michigan, Congressional District 14 (113th - current)",Bachelor's Degree,"66,000",18.0,17.1,19.0
"Michigan, Congressional District 14 (113th - current)",Graduate Degree,"48,000",13.2,12.4,14.0
"Minnesota, Congressional District 1 (113th - current)",Not a high school graduate,"25,000",7.4,6.7,8.2
"Minnesota, Congressional District 1 (113th - current)",High school diploma or GED,"153,000",45.6,44.4,46.9
"Minnesota, Congressional District 1 (113th - current)",Associate's Degree,"51,000",15.1,14.4,15.9
"Minnesota, Congressional District 1 (113th - current)",Bachelor's Degree,"72,000",21.5,20.7,22.4
"Minnesota, Congressional District 1 (113th - current)",Graduate Degree,"34,000",10.2,9.6,10.9
"Minnesota, Congressional District 2 (113th - current)",Not a high school graduate,"17,000",4.6,4.0,5.1
"Minnesota, Congressional District 2 (113th - current)",High school diploma or GED,"146,000",38.7,37.3,40.1
"Minnesota, Congressional District 2 (113th - current)",Associate's Degree,"54,000",14.4,13.5,15.2
"Minnesota, Congressional District 2 (113th - current)",Bachelor's Degree,"114,000",30.1,29.1,31.1
"Minnesota, Congressional District 2 (113th - current)",Graduate Degree,"46,000",12.2,11.4,13.0
"Minnesota, Congressional District 3 (113th - current)",Not a high school graduate,"16,000",4.0,3.5,4.6
"Minnesota, Congressional District 3 (113th - current)",High school diploma or GED,"125,000",31.7,30.4,33.1
"Minnesota, Congressional District 3 (113th - current)",Associate's Degree,"40,000",10.2,9.4,11.0
"Minnesota, Congressional District 3 (113th - current)",Bachelor's Degree,"138,000",35.1,34.0,36.3
"Minnesota, Congressional District 3 (113th - current)",Graduate Degree,"74,000",18.8,17.9,19.8
"Minnesota, Congressional District 4 (113th - current)",Not a high school graduate,"30,000",7.8,7.1,8.5
"Minnesota, Congressional District 4 (113th - current)",High school diploma or GED,"135,000",35.7,34.2,37.1
"Minnesota, Congressional District 4 (113th - current)",Associate's Degree,"37,000",9.8,9.1,10.5
"Minnesota, Congressional District 4 (113th - current)",Bachelor's Degree,"110,000",29.0,27.9,30.1
"Minnesota, Congressional District 4 (113th - current)",Graduate Degree,"67,000",17.7,16.8,18.7
"Minnesota, Congressional District 5 (113th - current)",Not a high school graduate,"31,000",7.8,7.1,8.5
"Minnesota, Congressional District 5 (113th - current)",High school diploma or GED,"138,000",34.3,33.1,35.5
"Minnesota, Congressional District 5 (113th - current)",Associate's Degree,"33,000",8.1,7.5,8.8
"Minnesota, Congressional District 5 (113th - current)",Bachelor's Degree,"128,000",31.8,30.8,32.8
"Minnesota, Congressional District 5 (113th - current)",Graduate Degree,"72,000",18.0,17.2,18.9
"Minnesota, Congressional District 6 (113th - current)",Not a high school graduate,"19,000",4.9,4.3,5.5
"Minnesota, Congressional District 6 (113th - current)",High school diploma or GED,"176,000",46.4,44.9,47.9
"Minnesota, Congressional District 6 (113th - current)",Associate's Degree,"60,000",15.8,15.0,16.7
"Minnesota, Congressional District 6 (113th - current)",Bachelor's Degree,"87,000",23.1,22.1,24.1
"Minnesota, Congressional District 6 (113th - current)",Graduate Degree,"37,000",9.8,9.1,10.5
"Minnesota, Congressional District 7 (113th - current)",Not a high school graduate,"22,000",6.8,6.2,7.4
"Minnesota, Congressional District 7 (113th - current)",High school diploma or GED,"166,000",51.9,50.8,53.0
"Minnesota, Congressional District 7 (113th - current)",Associate's Degree,"57,000",18.0,17.2,18.7
"Minnesota, Congressional District 7 (113th - current)",Bachelor's Degree,"54,000",17.0,16.4,17.7
"Minnesota, Congressional District 7 (113th - current)",Graduate Degree,"20,000",6.3,5.9,6.7
"Minnesota, Congressional District 8 (113th - current)",Not a high school graduate,"19,000",5.7,5.3,6.2
"Minnesota, Congressional District 8 (113th - current)",High school diploma or GED,"185,000",55.0,53.8,56.2
"Minnesota, Congressional District 8 (113th - current)",Associate's Degree,"52,000",15.4,14.6,16.1
"Minnesota, Congressional District 8 (113th - current)",Bachelor's Degree,"57,000",16.9,16.1,17.7
"Minnesota, Congressional District 8 (113th - current)",Graduate Degree,"23,000",7.0,6.5,7.5
"Mississippi, Congressional District 1 (113th - current)",Not a high school graduate,"51,000",13.3,12.3,14.3
"Mississippi, Congressional District 1 (113th - current)",High school diploma or GED,"204,000",52.6,51.0,54.3
"Mississippi, Congressional District 1 (113th - current)",Associate's Degree,"44,000",11.3,10.4,12.1
"Mississippi, Congressional District 1 (113th - current)",Bachelor's Degree,"59,000",15.4,14.4,16.4
"Mississippi, Congressional District 1 (113th - current)",Graduate Degree,"29,000",7.4,6.7,8.1
"Mississippi, Congressional District 2 (113th - current)",Not a high school graduate,"51,000",14.5,13.5,15.6
"Mississippi, Congressional District 2 (113th - current)",High school diploma or GED,"192,000",55.0,53.2,56.9
"Mississippi, Congressional District 2 (113th - current)",Associate's Degree,"38,000",10.9,10.0,11.9
"Mississippi, Congressional District 2 (113th - current)",Bachelor's Degree,"45,000",13.0,12.0,14.0
"Mississippi, Congressional District 2 (113th - current)",Graduate Degree,"23,000",6.5,5.8,7.2
"Mississippi, Congressional District 3 (113th - current)",Not a high school graduate,"45,000",11.9,10.8,12.9
"Mississippi, Congressional District 3 (113th - current)",High school diploma or GED,"177,000",47.3,45.5,49.1
"Mississippi, Congressional District 3 (113th - current)",Associate's Degree,"42,000",11.2,10.3,12.2
"Mississippi, Congressional District 3 (113th - current)",Bachelor's Degree,"65,000",17.2,16.2,18.3
"Mississippi, Congressional District 3 (113th - current)",Graduate Degree,"46,000",12.4,11.4,13.3
"Mississippi, Congressional District 4 (113th - current)",Not a high school graduate,"47,000",11.9,10.7,13.1
"Mississippi, Congressional District 4 (113th - current)",High school diploma or GED,"206,000",52.4,50.3,54.4
"Mississippi, Congressional District 4 (113th - current)",Associate's Degree,"48,000",12.2,11.2,13.2
"Mississippi, Congressional District 4 (113th - current)",Bachelor's Degree,"60,000",15.3,14.2,16.5
"Mississippi, Congressional District 4 (113th - current)",Graduate Degree,"32,000",8.2,7.4,9.1
"Missouri, Congressional District 1 (113th - current)",Not a high school graduate,"34,000",8.5,7.6,9.4
"Missouri, Congressional District 1 (113th - current)",High school diploma or GED,"188,000",47.6,45.8,49.4
"Missouri, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.4,7.6,9.3
"Missouri, Congressional District 1 (113th - current)",Bachelor's Degree,"82,000",20.8,19.8,21.8
"Missouri, Congressional District 1 (113th - current)",Graduate Degree,"58,000",14.6,13.8,15.5
"Missouri, Congressional District 2 (113th - current)",Not a high school graduate,"14,000",3.4,2.9,3.9
"Missouri, Congressional District 2 (113th - current)",High school diploma or GED,"136,000",34.4,33.0,35.8
"Missouri, Congressional District 2 (113th - current)",Associate's Degree,"34,000",8.7,7.9,9.4
"Missouri, Congressional District 2 (113th - current)",Bachelor's Degree,"125,000",31.7,30.6,32.7
"Missouri, Congressional District 2 (113th - current)",Graduate Degree,"87,000",21.9,20.9,22.8
"Missouri, Congressional District 3 (113th - current)",Not a high school graduate,"32,000",7.5,6.9,8.2
"Missouri, Congressional District 3 (113th - current)",High school diploma or GED,"222,000",53.0,51.4,54.6
"Missouri, Congressional District 3 (113th - current)",Associate's Degree,"43,000",10.3,9.5,11.0
"Missouri, Congressional District 3 (113th - current)",Bachelor's Degree,"80,000",19.2,18.2,20.2
"Missouri, Congressional District 3 (113th - current)",Graduate Degree,"42,000",10.0,9.3,10.8
"Missouri, Congressional District 4 (113th - current)",Not a high school graduate,"32,000",8.5,7.8,9.2
"Missouri, Congressional District 4 (113th - current)",High school diploma or GED,"205,000",54.7,53.1,56.3
"Missouri, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.8,8.1,9.5
"Missouri, Congressional District 4 (113th - current)",Bachelor's Degree,"65,000",17.2,16.3,18.2
"Missouri, Congressional District 4 (113th - current)",Graduate Degree,"41,000",10.8,9.9,11.6
"Missouri, Congressional District 5 (113th - current)",Not a high school graduate,"35,000",8.5,7.8,9.2
"Missouri, Congressional District 5 (113th - current)",High school diploma or GED,"218,000",53.3,51.6,55.0
"Missouri, Congressional District 5 (113th - current)",Associate's Degree,"33,000",8.1,7.4,8.9
"Missouri, Congressional District 5 (113th - current)",Bachelor's Degree,"81,000",19.9,19.0,20.8
"Missouri, Congressional District 5 (113th - current)",Graduate Degree,"42,000",10.2,9.5,10.9
"Missouri, Congressional District 6 (113th - current)",Not a high school graduate,"31,000",7.7,7.0,8.4
"Missouri, Congressional District 6 (113th - current)",High school diploma or GED,"206,000",52.0,50.6,53.4
"Missouri, Congressional District 6 (113th - current)",Associate's Degree,"35,000",8.8,8.2,9.5
"Missouri, Congressional District 6 (113th - current)",Bachelor's Degree,"84,000",21.2,20.1,22.2
"Missouri, Congressional District 6 (113th - current)",Graduate Degree,"41,000",10.3,9.6,10.9
"Missouri, Congressional District 7 (113th - current)",Not a high school graduate,"39,000",10.0,9.2,10.8
"Missouri, Congressional District 7 (113th - current)",High school diploma or GED,"214,000",55.2,53.6,56.8
"Missouri, Congressional District 7 (113th - current)",Associate's Degree,"37,000",9.5,8.7,10.4
"Missouri, Congressional District 7 (113th - current)",Bachelor's Degree,"65,000",16.7,15.8,17.7
"Missouri, Congressional District 7 (113th - current)",Graduate Degree,"33,000",8.5,7.8,9.3
"Missouri, Congressional District 8 (113th - current)",Not a high school graduate,"49,000",13.3,12.3,14.3
"Missouri, Congressional District 8 (113th - current)",High school diploma or GED,"217,000",58.9,57.3,60.4
"Missouri, Congressional District 8 (113th - current)",Associate's Degree,"34,000",9.2,8.4,9.9
"Missouri, Congressional District 8 (113th - current)",Bachelor's Degree,"43,000",11.6,10.7,12.4
"Missouri, Congressional District 8 (113th - current)",Graduate Degree,"26,000",7.1,6.4,7.8
"Montana, Congressional District (at Large) (113th - current)",Not a high school graduate,"28,000",5.3,4.8,5.8
"Montana, Congressional District (at Large) (113th - current)",High school diploma or GED,"276,000",51.5,50.2,52.8
"Montana, Congressional District (at Large) (113th - current)",Associate's Degree,"58,000",10.9,10.2,11.6
"Montana, Congressional District (at Large) (113th - current)",Bachelor's Degree,"116,000",21.6,20.7,22.5
"Montana, Congressional District (at Large) (113th - current)",Graduate Degree,"57,000",10.7,10.0,11.4
"Nebraska, Congressional District 1 (113th - current)",Not a high school graduate,"22,000",6.8,6.1,7.5
"Nebraska, Congressional District 1 (113th - current)",High school diploma or GED,"143,000",44.5,43.1,46.0
"Nebraska, Congressional District 1 (113th - current)",Associate's Degree,"44,000",13.8,13.0,14.7
"Nebraska, Congressional District 1 (113th - current)",Bachelor's Degree,"74,000",23.2,22.2,24.2
"Nebraska, Congressional District 1 (113th - current)",Graduate Degree,"37,000",11.6,10.8,12.4
"Nebraska, Congressional District 2 (113th - current)",Not a high school graduate,"31,000",8.8,8.1,9.5
"Nebraska, Congressional District 2 (113th - current)",High school diploma or GED,"140,000",39.4,38.1,40.8
"Nebraska, Congressional District 2 (113th - current)",Associate's Degree,"32,000",9.0,8.3,9.6
"Nebraska, Congressional District 2 (113th - current)",Bachelor's Degree,"98,000",27.7,26.6,28.8
"Nebraska, Congressional District 2 (113th - current)",Graduate Degree,"54,000",15.1,14.3,15.9
"Nebraska, Congressional District 3 (113th - current)",Not a high school graduate,"26,000",9.0,8.1,9.8
"Nebraska, Congressional District 3 (113th - current)",High school diploma or GED,"151,000",52.6,51.1,54.1
"Nebraska, Congressional District 3 (113th - current)",Associate's Degree,"41,000",14.2,13.4,15.0
"Nebraska, Congressional District 3 (113th - current)",Bachelor's Degree,"48,000",16.8,15.9,17.6
"Nebraska, Congressional District 3 (113th - current)",Graduate Degree,"21,000",7.5,6.9,8.0
"Nevada, Congressional District 1 (113th - current)",Not a high school graduate,"83,000",22.5,21.3,23.7
"Nevada, Congressional District 1 (113th - current)",High school diploma or GED,"207,000",56.4,54.8,58.0
"Nevada, Congressional District 1 (113th - current)",Associate's Degree,"23,000",6.2,5.6,6.9
"Nevada, Congressional District 1 (113th - current)",Bachelor's Degree,"40,000",11.0,10.1,11.8
"Nevada, Congressional District 1 (113th - current)",Graduate Degree,"14,000",3.9,3.5,4.4
"Nevada, Congressional District 2 (113th - current)",Not a high school graduate,"39,000",10.3,9.4,11.1
"Nevada, Congressional District 2 (113th - current)",High school diploma or GED,"204,000",53.1,51.5,54.7
"Nevada, Congressional District 2 (113th - current)",Associate's Degree,"39,000",10.1,9.3,10.9
"Nevada, Congressional District 2 (113th - current)",Bachelor's Degree,"67,000",17.4,16.4,18.3
"Nevada, Congressional District 2 (113th - current)",Graduate Degree,"35,000",9.2,8.5,9.8
"Nevada, Congressional District 3 (113th - current)",Not a high school graduate,"31,000",6.6,5.9,7.3
"Nevada, Congressional District 3 (113th - current)",High school diploma or GED,"242,000",51.3,49.5,53.0
"Nevada, Congressional District 3 (113th - current)",Associate's Degree,"43,000",9.1,8.4,9.8
"Nevada, Congressional District 3 (113th - current)",Bachelor's Degree,"104,000",22.0,21.0,23.1
"Nevada, Congressional District 3 (113th - current)",Graduate Degree,"52,000",11.1,10.4,11.8
"Nevada, Congressional District 4 (113th - current)",Not a high school graduate,"62,000",15.5,14.4,16.5
"Nevada, Congressional District 4 (113th - current)",High school diploma or GED,"221,000",55.4,53.8,56.9
"Nevada, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.3,7.5,9.0
"Nevada, Congressional District 4 (113th - current)",Bachelor's Degree,"55,000",13.8,12.9,14.7
"Nevada, Congressional District 4 (113th - current)",Graduate Degree,"28,000",7.1,6.5,7.7
"New Hampshire, Congressional District 1 (113th - current)",Not a high school graduate,"21,000",5.7,5.1,6.4
"New Hampshire, Congressional District 1 (113th - current)",High school diploma or GED,"164,000",44.8,43.2,46.4
"New Hampshire, Congressional District 1 (113th - current)",Associate's Degree,"43,000",11.6,10.7,12.6
"New Hampshire, Congressional District 1 (113th - current)",Bachelor's Degree,"89,000",24.3,23.1,25.4
"New Hampshire, Congressional District 1 (113th - current)",Graduate Degree,"49,000",13.5,12.7,14.3
"New Hampshire, Congressional District 2 (113th - current)",Not a high school graduate,"21,000",5.7,5.0,6.4
"New Hampshire, Congressional District 2 (113th - current)",High school diploma or GED,"168,000",46.7,45.3,48.2
"New Hampshire, Congressional District 2 (113th - current)",Associate's Degree,"36,000",10.0,9.3,10.8
"New Hampshire, Congressional District 2 (113th - current)",Bachelor's Degree,"82,000",22.9,21.7,24.0
