REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
"Massachusetts, Congressional District 2 (113th - current)",Graduate Degree,"72,000",18.3,17.3,19.4
"Massachusetts, Congressional District 3 (113th - current)",Not a high school graduate,"37,000",8.7,7.8,9.6
"Massachusetts, Congressional District 3 (113th - current)",High school diploma or GED,"184,000",43.5,42.1,44.9
"Massachusetts, Congressional District 3 (113th - current)",Associate's Degree,"34,000",8.0,7.2,8.8
"Massachusetts, Congressional District 3 (113th - current)",Bachelor's Degree,"99,000",23.5,22.4,24.6
"Massachusetts, Congressional District 3 (113th - current)",Graduate Degree,"69,000",16.3,15.4,17.1
"Massachusetts, Congressional District 4 (113th - current)",Not a high school graduate,"20,000",4.9,4.3,5.6
"Massachusetts, Congressional District 4 (113th - current)",High school diploma or GED,"132,000",32.9,31.4,34.4
"Massachusetts, Congressional District 4 (113th - current)",Associate's Degree,"27,000",6.8,6.2,7.5
"Massachusetts, Congressional District 4 (113th - current)",Bachelor's Degree,"116,000",28.8,27.6,29.9
"Massachusetts, Congressional District 4 (113th - current)",Graduate Degree,"107,000",26.6,25.6,27.6
"Massachusetts, Congressional District 5 (113th - current)",Not a high school graduate,"19,000",4.5,3.8,5.2
"Massachusetts, Congressional District 5 (113th - current)",High school diploma or GED,"111,000",26.5,25.0,27.9
"Massachusetts, Congressional District 5 (113th - current)",Associate's Degree,"20,000",4.8,4.2,5.3
"Massachusetts, Congressional District 5 (113th - current)",Bachelor's Degree,"130,000",31.0,29.8,32.1
"Massachusetts, Congressional District 5 (113th - current)",Graduate Degree,"139,000",33.3,32.2,34.4
"Massachusetts, Congressional District 6 (113th - current)",Not a high school graduate,"27,000",6.7,5.9,7.4
"Massachusetts, Congressional District 6 (113th - current)",High school diploma or GED,"136,000",33.8,32.2,35.4
"Massachusetts, Congressional District 6 (113th - current)",Associate's Degree,"33,000",8.2,7.4,8.9
"Massachusetts, Congressional District 6 (113th - current)",Bachelor's Degree,"125,000",31.0,29.8,32.2
"Massachusetts, Congressional District 6 (113th - current)",Graduate Degree,"82,000",20.3,19.4,21.2
"Massachusetts, Congressional District 7 (113th - current)",Not a high school graduate,"49,000",10.6,9.6,11.5
"Massachusetts, Congressional District 7 (113th - current)",High school diploma or GED,"153,000",33.1,31.6,34.6
"Massachusetts, Congressional District 7 (113th - current)",Associate's Degree,"25,000",5.3,4.6,6.0
"Massachusetts, Congressional District 7 (113th - current)",Bachelor's Degree,"124,000",26.9,25.7,28.0
"Massachusetts, Congressional District 7 (113th - current)",Graduate Degree,"111,000",24.1,23.1,25.2
"Massachusetts, Congressional District 8 (113th - current)",Not a high school graduate,"30,000",6.8,6.0,7.7
"Massachusetts, Congressional District 8 (113th - current)",High school diploma or GED,"142,000",32.8,31.5,34.2
"Massachusetts, Congressional District 8 (113th - current)",Associate's Degree,"27,000",6.2,5.5,6.8
"Massachusetts, Congressional District 8 (113th - current)",Bachelor's Degree,"138,000",31.9,30.6,33.2
"Massachusetts, Congressional District 8 (113th - current)",Graduate Degree,"97,000",22.3,21.3,23.3
"Massachusetts, Congressional District 9 (113th - current)",Not a high school graduate,"28,000",7.5,6.7,8.3
"Massachusetts, Congressional District 9 (113th - current)",High school diploma or GED,"171,000",45.5,43.7,47.2
"Massachusetts, Congressional District 9 (113th - current)",Associate's Degree,"37,000",9.8,8.9,10.7
"Massachusetts, Congressional District 9 (113th - current)",Bachelor's Degree,"96,000",25.5,24.2,26.8
"Massachusetts, Congressional District 9 (113th - current)",Graduate Degree,"44,000",11.7,10.8,12.5
"Michigan, Congressional District 1 (113th - current)",Not a high school graduate,"24,000",7.0,6.5,7.6
"Michigan, Congressional District 1 (113th - current)",High school diploma or GED,"189,000",55.0,53.7,56.2
"Michigan, Congressional District 1 (113th - current)",Associate's Degree,"42,000",12.3,11.7,13.0
"Michigan, Congressional District 1 (113th - current)",Bachelor's Degree,"60,000",17.4,16.6,18.2
"Michigan, Congressional District 1 (113th - current)",Graduate Degree,"28,000",8.3,7.7,8.9
"Michigan, Congressional District 2 (113th - current)",Not a high school graduate,"29,000",7.8,7.0,8.6
"Michigan, Congressional District 2 (113th - current)",High school diploma or GED,"195,000",52.7,51.1,54.4
"Michigan, Congressional District 2 (113th - current)",Associate's Degree,"40,000",10.9,10.1,11.7
"Michigan, Congressional District 2 (113th - current)",Bachelor's Degree,"76,000",20.4,19.4,21.5
"Michigan, Congressional District 2 (113th - current)",Graduate Degree,"30,000",8.1,7.5,8.8
"Michigan, Congressional District 3 (113th - current)",Not a high school graduate,"30,000",7.6,6.9,8.3
"Michigan, Congressional District 3 (113th - current)",High school diploma or GED,"196,000",49.8,48.1,51.5
"Michigan, Congressional District 3 (113th - current)",Associate's Degree,"37,000",9.3,8.6,10.1
"Michigan, Congressional District 3 (113th - current)",Bachelor's Degree,"87,000",22.2,21.2,23.2
"Michigan, Congressional District 3 (113th - current)",Graduate Degree,"44,000",11.1,10.3,11.9
"Michigan, Congressional District 4 (113th - current)",Not a high school graduate,"28,000",8.0,7.4,8.6
"Michigan, Congressional District 4 (113th - current)",High school diploma or GED,"193,000",55.6,54.3,56.9
"Michigan, Congressional District 4 (113th - current)",Associate's Degree,"39,000",11.3,10.6,12.0
"Michigan, Congressional District 4 (113th - current)",Bachelor's Degree,"56,000",16.3,15.5,17.0
"Michigan, Congressional District 4 (113th - current)",Graduate Degree,"31,000",8.8,8.2,9.4
"Michigan, Congressional District 5 (113th - current)",Not a high school graduate,"31,000",9.0,8.2,9.8
"Michigan, Congressional District 5 (113th - current)",High school diploma or GED,"199,000",57.8,56.0,59.6
"Michigan, Congressional District 5 (113th - current)",Associate's Degree,"41,000",11.9,11.1,12.7
"Michigan, Congressional District 5 (113th - current)",Bachelor's Degree,"50,000",14.5,13.6,15.5
"Michigan, Congressional District 5 (113th - current)",Graduate Degree,"23,000",6.7,6.1,7.4
"Michigan, Congressional District 6 (113th - current)",Not a high school graduate,"32,000",9.0,8.2,9.9
"Michigan, Congressional District 6 (113th - current)",High school diploma or GED,"183,000",51.6,50.1,53.2
"Michigan, Congressional District 6 (113th - current)",Associate's Degree,"37,000",10.5,9.7,11.3
"Michigan, Congressional District 6 (113th - current)",Bachelor's Degree,"67,000",18.8,17.9,19.8
"Michigan, Congressional District 6 (113th - current)",Graduate Degree,"36,000",10.0,9.3,10.7
"Michigan, Congressional District 7 (113th - current)",Not a high school graduate,"28,000",7.6,7.0,8.2
"Michigan, Congressional District 7 (113th - current)",High school diploma or GED,"195,000",53.6,52.2,55.0
"Michigan, Congressional District 7 (113th - current)",Associate's Degree,"40,000",10.9,10.2,11.7
"Michigan, Congressional District 7 (113th - current)",Bachelor's Degree,"68,000",18.6,17.7,19.4
"Michigan, Congressional District 7 (113th - current)",Graduate Degree,"34,000",9.3,8.6,10.1
"Michigan, Congressional District 8 (113th - current)",Not a high school graduate,"17,000",4.4,3.8,5.0
"Michigan, Congressional District 8 (113th - current)",High school diploma or GED,"158,000",41.8,40.3,43.2
"Michigan, Congressional District 8 (113th - current)",Associate's Degree,"35,000",9.3,8.6,10.0
"Michigan, Congressional District 8 (113th - current)",Bachelor's Degree,"103,000",27.3,26.2,28.5
"Michigan, Congressional District 8 (113th - current)",Graduate Degree,"65,000",17.2,16.4,18.1
"Michigan, Congressional District 9 (113th - current)",Not a high school graduate,"32,000",7.9,7.2,8.6
"Michigan, Congressional District 9 (113th - current)",High school diploma or GED,"197,000",49.3,47.7,50.9
"Michigan, Congressional District 9 (113th - current)",Associate's Degree,"36,000",8.9,8.1,9.7
"Michigan, Congressional District 9 (113th - current)",Bachelor's Degree,"86,000",21.7,20.7,22.7
"Michigan, Congressional District 9 (113th - current)",Graduate Degree,"49,000",12.2,11.5,12.9
"Michigan, Congressional District 10 (113th - current)",Not a high school graduate,"29,000",7.7,7.0,8.4
"Michigan, Congressional District 10 (113th - current)",High school diploma or GED,"197,000",52.6,51.2,54.0
"Michigan, Congressional District 10 (113th - current)",Associate's Degree,"47,000",12.5,11.7,13.4
"Michigan, Congressional District 10 (113th - current)",Bachelor's Degree,"65,000",17.4,16.5,18.4
"Michigan, Congressional District 10 (113th - current)",Graduate Degree,"36,000",9.7,8.9,10.5
"Michigan, Congressional District 11 (113th - current)",Not a high school graduate,"13,000",3.2,2.8,3.7
"Michigan, Congressional District 11 (113th - current)",High school diploma or GED,"135,000",34.1,32.9,35.4
"Michigan, Congressional District 11 (113th - current)",Associate's Degree,"37,000",9.3,8.6,10.0
"Michigan, Congressional District 11 (113th - current)",Bachelor's Degree,"122,000",30.8,29.6,32.0
"Michigan, Congressional District 11 (113th - current)",Graduate Degree,"89,000",22.5,21.6,23.4
"Michigan, Congressional District 12 (113th - current)",Not a high school graduate,"28,000",7.7,7.0,8.5
"Michigan, Congressional District 12 (113th - current)",High school diploma or GED,"168,000",47.2,45.7,48.7
"Michigan, Congressional District 12 (113th - current)",Associate's Degree,"30,000",8.4,7.6,9.1
"Michigan, Congressional District 12 (113th - current)",Bachelor's Degree,"69,000",19.4,18.5,20.3
"Michigan, Congressional District 12 (113th - current)",Graduate Degree,"62,000",17.3,16.5,18.1
"Michigan, Congressional District 13 (113th - current)",Not a high school graduate,"51,000",14.7,13.6,15.8
"Michigan, Congressional District 13 (113th - current)",High school diploma or GED,"208,000",60.1,58.3,62.0
"Michigan, Congressional District 13 (113th - current)",Associate's Degree,"29,000",8.5,7.7,9.3
"Michigan, Congressional District 13 (113th - current)",Bachelor's Degree,"36,000",10.4,9.7,11.2
"Michigan, Congressional District 13 (113th - current)",Graduate Degree,"22,000",6.2,5.6,6.9
"Michigan, Congressional District 14 (113th - current)",Not a high school graduate,"34,000",9.4,8.5,10.3
"Michigan, Congressional District 14 (113th - current)",High school diploma or GED,"175,000",48.4,46.7,50.0
"Michigan, Congressional District 14 (113th - current)",Associate's Degree,"26,000",7.2,6.5,7.9
"Michigan, Congressional District 14 (113th - current)",Bachelor's Degree,"73,000",20.2,19.0,21.4
"Michigan, Congressional District 14 (113th - current)",Graduate Degree,"54,000",14.8,13.9,15.8
"Minnesota, Congressional District 1 (113th - current)",Not a high school graduate,"21,000",6.3,5.6,6.9
"Minnesota, Congressional District 1 (113th - current)",High school diploma or GED,"153,000",45.8,44.5,47.0
"Minnesota, Congressional District 1 (113th - current)",Associate's Degree,"48,000",14.5,13.7,15.2
"Minnesota, Congressional District 1 (113th - current)",Bachelor's Degree,"72,000",21.7,20.7,22.6
"Minnesota, Congressional District 1 (113th - current)",Graduate Degree,"40,000",11.8,11.1,12.6
"Minnesota, Congressional District 2 (113th - current)",Not a high school graduate,"17,000",4.4,3.8,5.1
"Minnesota, Congressional District 2 (113th - current)",High school diploma or GED,"151,000",39.9,38.4,41.4
"Minnesota, Congressional District 2 (113th - current)",Associate's Degree,"49,000",12.9,12.1,13.8
"Minnesota, Congressional District 2 (113th - current)",Bachelor's Degree,"110,000",29.2,28.1,30.2
"Minnesota, Congressional District 2 (113th - current)",Graduate Degree,"51,000",13.5,12.6,14.5
"Minnesota, Congressional District 3 (113th - current)",Not a high school graduate,"17,000",4.4,3.8,5.0
"Minnesota, Congressional District 3 (113th - current)",High school diploma or GED,"129,000",32.9,31.5,34.4
"Minnesota, Congressional District 3 (113th - current)",Associate's Degree,"40,000",10.1,9.3,10.9
"Minnesota, Congressional District 3 (113th - current)",Bachelor's Degree,"136,000",34.7,33.6,35.9
"Minnesota, Congressional District 3 (113th - current)",Graduate Degree,"70,000",17.8,16.9,18.8
"Minnesota, Congressional District 4 (113th - current)",Not a high school graduate,"27,000",7.1,6.4,7.8
"Minnesota, Congressional District 4 (113th - current)",High school diploma or GED,"140,000",37.0,35.5,38.5
"Minnesota, Congressional District 4 (113th - current)",Associate's Degree,"36,000",9.6,8.8,10.3
"Minnesota, Congressional District 4 (113th - current)",Bachelor's Degree,"111,000",29.4,28.3,30.6
"Minnesota, Congressional District 4 (113th - current)",Graduate Degree,"64,000",16.9,16.0,17.8
"Minnesota, Congressional District 5 (113th - current)",Not a high school graduate,"29,000",7.2,6.5,8.0
"Minnesota, Congressional District 5 (113th - current)",High school diploma or GED,"135,000",33.2,31.8,34.5
"Minnesota, Congressional District 5 (113th - current)",Associate's Degree,"36,000",8.9,8.2,9.7
"Minnesota, Congressional District 5 (113th - current)",Bachelor's Degree,"133,000",32.7,31.6,33.8
"Minnesota, Congressional District 5 (113th - current)",Graduate Degree,"73,000",17.9,17.1,18.8
"Minnesota, Congressional District 6 (113th - current)",Not a high school graduate,"18,000",4.7,4.0,5.3
"Minnesota, Congressional District 6 (113th - current)",High school diploma or GED,"176,000",46.1,44.7,47.5
"Minnesota, Congressional District 6 (113th - current)",Associate's Degree,"55,000",14.3,13.4,15.2
"Minnesota, Congressional District 6 (113th - current)",Bachelor's Degree,"96,000",25.2,24.2,26.3
"Minnesota, Congressional District 6 (113th - current)",Graduate Degree,"37,000",9.7,9.0,10.4
"Minnesota, Congressional District 7 (113th - current)",Not a high school graduate,"19,000",6.0,5.5,6.6
"Minnesota, Congressional District 7 (113th - current)",High school diploma or GED,"160,000",50.3,49.2,51.4
"Minnesota, Congressional District 7 (113th - current)",Associate's Degree,"59,000",18.6,17.9,19.4
"Minnesota, Congressional District 7 (113th - current)",Bachelor's Degree,"59,000",18.3,17.6,19.1
"Minnesota, Congressional District 7 (113th - current)",Graduate Degree,"21,000",6.7,6.2,7.1
"Minnesota, Congressional District 8 (113th - current)",Not a high school graduate,"18,000",5.5,4.9,6.0
"Minnesota, Congressional District 8 (113th - current)",High school diploma or GED,"181,000",53.8,52.6,55.0
"Minnesota, Congressional District 8 (113th - current)",Associate's Degree,"52,000",15.4,14.7,16.1
"Minnesota, Congressional District 8 (113th - current)",Bachelor's Degree,"58,000",17.3,16.5,18.1
"Minnesota, Congressional District 8 (113th - current)",Graduate Degree,"27,000",8.1,7.5,8.6
"Mississippi, Congressional District 1 (113th - current)",Not a high school graduate,"52,000",13.4,12.2,14.5
"Mississippi, Congressional District 1 (113th - current)",High school diploma or GED,"204,000",52.6,50.7,54.5
"Mississippi, Congressional District 1 (113th - current)",Associate's Degree,"47,000",12.1,11.0,13.1
"Mississippi, Congressional District 1 (113th - current)",Bachelor's Degree,"52,000",13.4,12.4,14.4
"Mississippi, Congressional District 1 (113th - current)",Graduate Degree,"33,000",8.6,7.8,9.4
"Mississippi, Congressional District 2 (113th - current)",Not a high school graduate,"48,000",14.0,12.9,15.2
"Mississippi, Congressional District 2 (113th - current)",High school diploma or GED,"194,000",56.8,54.9,58.7
"Mississippi, Congressional District 2 (113th - current)",Associate's Degree,"35,000",10.3,9.4,11.2
"Mississippi, Congressional District 2 (113th - current)",Bachelor's Degree,"39,000",11.5,10.5,12.5
"Mississippi, Congressional District 2 (113th - current)",Graduate Degree,"25,000",7.4,6.5,8.2
"Mississippi, Congressional District 3 (113th - current)",Not a high school graduate,"48,000",12.9,11.7,14.1
"Mississippi, Congressional District 3 (113th - current)",High school diploma or GED,"176,000",47.6,45.7,49.5
"Mississippi, Congressional District 3 (113th - current)",Associate's Degree,"45,000",12.0,11.0,13.1
"Mississippi, Congressional District 3 (113th - current)",Bachelor's Degree,"63,000",17.1,15.9,18.3
"Mississippi, Congressional District 3 (113th - current)",Graduate Degree,"38,000",10.3,9.4,11.2
"Mississippi, Congressional District 4 (113th - current)",Not a high school graduate,"44,000",11.0,10.0,12.1
"Mississippi, Congressional District 4 (113th - current)",High school diploma or GED,"213,000",54.0,51.9,56.0
"Mississippi, Congressional District 4 (113th - current)",Associate's Degree,"52,000",13.1,11.9,14.3
"Mississippi, Congressional District 4 (113th - current)",Bachelor's Degree,"56,000",14.3,13.2,15.4
"Mississippi, Congressional District 4 (113th - current)",Graduate Degree,"30,000",7.6,6.8,8.4
"Missouri, Congressional District 1 (113th - current)",Not a high school graduate,"32,000",8.2,7.4,9.0
"Missouri, Congressional District 1 (113th - current)",High school diploma or GED,"191,000",48.6,46.7,50.5
"Missouri, Congressional District 1 (113th - current)",Associate's Degree,"29,000",7.5,6.6,8.3
"Missouri, Congressional District 1 (113th - current)",Bachelor's Degree,"77,000",19.6,18.5,20.8
"Missouri, Congressional District 1 (113th - current)",Graduate Degree,"63,000",16.1,15.1,17.1
"Missouri, Congressional District 2 (113th - current)",Not a high school graduate,"15,000",3.9,3.3,4.4
"Missouri, Congressional District 2 (113th - current)",High school diploma or GED,"125,000",32.2,30.8,33.5
"Missouri, Congressional District 2 (113th - current)",Associate's Degree,"29,000",7.5,6.8,8.2
"Missouri, Congressional District 2 (113th - current)",Bachelor's Degree,"129,000",33.0,31.8,34.2
"Missouri, Congressional District 2 (113th - current)",Graduate Degree,"91,000",23.5,22.5,24.5
"Missouri, Congressional District 3 (113th - current)",Not a high school graduate,"32,000",7.6,6.8,8.3
"Missouri, Congressional District 3 (113th - current)",High school diploma or GED,"215,000",51.1,49.5,52.6
"Missouri, Congressional District 3 (113th - current)",Associate's Degree,"48,000",11.4,10.5,12.2
"Missouri, Congressional District 3 (113th - current)",Bachelor's Degree,"86,000",20.3,19.3,21.4
"Missouri, Congressional District 3 (113th - current)",Graduate Degree,"41,000",9.7,8.9,10.4
"Missouri, Congressional District 4 (113th - current)",Not a high school graduate,"33,000",8.8,8.0,9.6
"Missouri, Congressional District 4 (113th - current)",High school diploma or GED,"207,000",54.5,52.9,56.2
"Missouri, Congressional District 4 (113th - current)",Associate's Degree,"34,000",8.9,8.1,9.6
"Missouri, Congressional District 4 (113th - current)",Bachelor's Degree,"63,000",16.6,15.6,17.6
"Missouri, Congressional District 4 (113th - current)",Graduate Degree,"42,000",11.2,10.3,12.1
"Missouri, Congressional District 5 (113th - current)",Not a high school graduate,"34,000",8.3,7.5,9.1
"Missouri, Congressional District 5 (113th - current)",High school diploma or GED,"217,000",52.5,50.8,54.2
"Missouri, Congressional District 5 (113th - current)",Associate's Degree,"33,000",7.9,7.1,8.6
"Missouri, Congressional District 5 (113th - current)",Bachelor's Degree,"85,000",20.5,19.5,21.6
"Missouri, Congressional District 5 (113th - current)",Graduate Degree,"44,000",10.8,10.0,11.5
"Missouri, Congressional District 6 (113th - current)",Not a high school graduate,"28,000",7.2,6.5,7.8
"Missouri, Congressional District 6 (113th - current)",High school diploma or GED,"206,000",52.3,51.0,53.7
"Missouri, Congressional District 6 (113th - current)",Associate's Degree,"36,000",9.2,8.5,9.9
"Missouri, Congressional District 6 (113th - current)",Bachelor's Degree,"82,000",20.7,19.8,21.7
"Missouri, Congressional District 6 (113th - current)",Graduate Degree,"41,000",10.5,9.8,11.3
"Missouri, Congressional District 7 (113th - current)",Not a high school graduate,"38,000",9.9,9.0,10.8
"Missouri, Congressional District 7 (113th - current)",High school diploma or GED,"214,000",55.1,53.3,56.9
"Missouri, Congressional District 7 (113th - current)",Associate's Degree,"34,000",8.7,7.9,9.6
"Missouri, Congressional District 7 (113th - current)",Bachelor's Degree,"69,000",17.8,16.8,18.9
"Missouri, Congressional District 7 (113th - current)",Graduate Degree,"33,000",8.5,7.7,9.2
"Missouri, Congressional District 8 (113th - current)",Not a high school graduate,"48,000",12.9,12.0,13.8
"Missouri, Congressional District 8 (113th - current)",High school diploma or GED,"220,000",59.6,57.9,61.2
"Missouri, Congressional District 8 (113th - current)",Associate's Degree,"32,000",8.5,7.8,9.3
"Missouri, Congressional District 8 (113th - current)",Bachelor's Degree,"44,000",11.9,11.0,12.7
"Missouri, Congressional District 8 (113th - current)",Graduate Degree,"26,000",7.1,6.5,7.8
"Montana, Congressional District (at Large) (113th - current)",Not a high school graduate,"27,000",5.0,4.6,5.5
"Montana, Congressional District (at Large) (113th - current)",High school diploma or GED,"267,000",49.9,48.5,51.3
"Montana, Congressional District (at Large) (113th - current)",Associate's Degree,"54,000",10.2,9.5,10.8
"Montana, Congressional District (at Large) (113th - current)",Bachelor's Degree,"134,000",25.0,24.2,25.9
"Montana, Congressional District (at Large) (113th - current)",Graduate Degree,"53,000",9.9,9.2,10.5
"Nebraska, Congressional District 1 (113th - current)",Not a high school graduate,"22,000",7.0,6.3,7.8
"Nebraska, Congressional District 1 (113th - current)",High school diploma or GED,"138,000",43.4,41.9,44.9
"Nebraska, Congressional District 1 (113th - current)",Associate's Degree,"46,000",14.4,13.4,15.4
"Nebraska, Congressional District 1 (113th - current)",Bachelor's Degree,"76,000",23.7,22.6,24.9
"Nebraska, Congressional District 1 (113th - current)",Graduate Degree,"36,000",11.4,10.6,12.2
"Nebraska, Congressional District 2 (113th - current)",Not a high school graduate,"28,000",7.8,7.0,8.6
"Nebraska, Congressional District 2 (113th - current)",High school diploma or GED,"139,000",39.1,37.6,40.7
"Nebraska, Congressional District 2 (113th - current)",Associate's Degree,"29,000",8.1,7.4,8.8
"Nebraska, Congressional District 2 (113th - current)",Bachelor's Degree,"104,000",29.4,28.2,30.5
"Nebraska, Congressional District 2 (113th - current)",Graduate Degree,"56,000",15.6,14.7,16.5
"Nebraska, Congressional District 3 (113th - current)",Not a high school graduate,"25,000",8.7,7.8,9.5
"Nebraska, Congressional District 3 (113th - current)",High school diploma or GED,"146,000",51.0,49.6,52.4
"Nebraska, Congressional District 3 (113th - current)",Associate's Degree,"44,000",15.2,14.4,16.0
"Nebraska, Congressional District 3 (113th - current)",Bachelor's Degree,"49,000",17.2,16.4,18.1
"Nebraska, Congressional District 3 (113th - current)",Graduate Degree,"22,000",7.9,7.2,8.5
"Nevada, Congressional District 1 (113th - current)",Not a high school graduate,"93,000",24.1,22.8,25.4
"Nevada, Congressional District 1 (113th - current)",High school diploma or GED,"201,000",51.9,50.3,53.6
"Nevada, Congressional District 1 (113th - current)",Associate's Degree,"27,000",7.0,6.3,7.7
"Nevada, Congressional District 1 (113th - current)",Bachelor's Degree,"45,000",11.7,10.7,12.6
"Nevada, Congressional District 1 (113th - current)",Graduate Degree,"20,000",5.3,4.6,5.9
"Nevada, Congressional District 2 (113th - current)",Not a high school graduate,"47,000",12.2,11.2,13.2
"Nevada, Congressional District 2 (113th - current)",High school diploma or GED,"198,000",51.3,49.6,53.0
"Nevada, Congressional District 2 (113th - current)",Associate's Degree,"38,000",9.7,9.0,10.5
"Nevada, Congressional District 2 (113th - current)",Bachelor's Degree,"66,000",17.1,16.1,18.1
"Nevada, Congressional District 2 (113th - current)",Graduate Degree,"37,000",9.6,8.8,10.4
"Nevada, Congressional District 3 (113th - current)",Not a high school graduate,"27,000",5.7,5.1,6.4
"Nevada, Congressional District 3 (113th - current)",High school diploma or GED,"234,000",49.4,47.6,51.2
"Nevada, Congressional District 3 (113th - current)",Associate's Degree,"47,000",10.0,9.2,10.9
"Nevada, Congressional District 3 (113th - current)",Bachelor's Degree,"111,000",23.4,22.4,24.5
"Nevada, Congressional District 3 (113th - current)",Graduate Degree,"54,000",11.4,10.6,12.3
"Nevada, Congressional District 4 (113th - current)",Not a high school graduate,"56,000",14.3,13.2,15.4
"Nevada, Congressional District 4 (113th - current)",High school diploma or GED,"223,000",56.7,55.1,58.3
"Nevada, Congressional District 4 (113th - current)",Associate's Degree,"34,000",8.7,7.9,9.4
"Nevada, Congressional District 4 (113th - current)",Bachelor's Degree,"54,000",13.8,12.9,14.7
"Nevada, Congressional District 4 (113th - current)",Graduate Degree,"25,000",6.4,5.8,7.1
"New Hampshire, Congressional District 1 (113th - current)",Not a high school graduate,"22,000",5.9,5.3,6.6
"New Hampshire, Congressional District 1 (113th - current)",High school diploma or GED,"165,000",44.8,43.1,46.4
"New Hampshire, Congressional District 1 (113th - current)",Associate's Degree,"37,000",10.2,9.3,11.0
"New Hampshire, Congressional District 1 (113th - current)",Bachelor's Degree,"92,000",24.9,23.7,26.0
"New Hampshire, Congressional District 1 (113th - current)",Graduate Degree,"53,000",14.3,13.4,15.2
"New Hampshire, Congressional District 2 (113th - current)",Not a high school graduate,"21,000",5.8,5.2,6.5
"New Hampshire, Congressional District 2 (113th - current)",High school diploma or GED,"163,000",45.6,44.1,47.2
"New Hampshire, Congressional District 2 (113th - current)",Associate's Degree,"38,000",10.5,9.7,11.3
"New Hampshire, Congressional District 2 (113th - current)",Bachelor's Degree,"84,000",23.4,22.3,24.6
"New Hampshire, Congressional District 2 (113th - current)",Graduate Degree,"52,000",14.6,13.6,15.5
"New Jersey, Congressional District 1 (113th - current)",Not a high school graduate,"29,000",7.7,6.8,8.5
"New Jersey, Congressional District 1 (113th - current)",High school diploma or GED,"184,000",47.8,46.1,49.5
"New Jersey, Congressional District 1 (113th - current)",Associate's Degree,"34,000",8.9,8.2,9.7
"New Jersey, Congressional District 1 (113th - current)",Bachelor's Degree,"91,000",23.5,22.5,24.6
"New Jersey, Congressional District 1 (113th - current)",Graduate Degree,"47,000",12.1,11.3,12.8
"New Jersey, Congressional District 2 (113th - current)",Not a high school graduate,"39,000",10.7,9.7,11.7
"New Jersey, Congressional District 2 (113th - current)",High school diploma or GED,"195,000",53.6,51.9,55.4
"New Jersey, Congressional District 2 (113th - current)",Associate's Degree,"29,000",7.9,7.2,8.6
"New Jersey, Congressional District 2 (113th - current)",Bachelor's Degree,"67,000",18.4,17.4,19.5
"New Jersey, Congressional District 2 (113th - current)",Graduate Degree,"34,000",9.3,8.6,10.1
"New Jersey, Congressional District 3 (113th - current)",Not a high school graduate,"19,000",5.0,4.4,5.5
"New Jersey, Congressional District 3 (113th - current)",High school diploma or GED,"179,000",46.9,45.4,48.4
"New Jersey, Congressional District 3 (113th - current)",Associate's Degree,"34,000",9.0,8.2,9.8
"New Jersey, Congressional District 3 (113th - current)",Bachelor's Degree,"101,000",26.5,25.4,27.6
"New Jersey, Congressional District 3 (113th - current)",Graduate Degree,"48,000",12.7,11.9,13.5
"New Jersey, Congressional District 4 (113th - current)",Not a high school graduate,"19,000",5.3,4.6,6.0
"New Jersey, Congressional District 4 (113th - current)",High school diploma or GED,"142,000",38.9,37.3,40.6
"New Jersey, Congressional District 4 (113th - current)",Associate's Degree,"28,000",7.8,7.0,8.5
"New Jersey, Congressional District 4 (113th - current)",Bachelor's Degree,"111,000",30.5,29.3,31.8
"New Jersey, Congressional District 4 (113th - current)",Graduate Degree,"64,000",17.5,16.4,18.6
"New Jersey, Congressional District 5 (113th - current)",Not a high school graduate,"17,000",4.5,3.9,5.1
"New Jersey, Congressional District 5 (113th - current)",High school diploma or GED,"126,000",33.4,32.1,34.8
"New Jersey, Congressional District 5 (113th - current)",Associate's Degree,"27,000",7.2,6.5,8.0
"New Jersey, Congressional District 5 (113th - current)",Bachelor's Degree,"131,000",34.7,33.5,36.0
"New Jersey, Congressional District 5 (113th - current)",Graduate Degree,"76,000",20.1,19.1,21.1
"New Jersey, Congressional District 6 (113th - current)",Not a high school graduate,"38,000",9.7,8.7,10.6
"New Jersey, Congressional District 6 (113th - current)",High school diploma or GED,"158,000",39.9,38.3,41.5
"New Jersey, Congressional District 6 (113th - current)",Associate's Degree,"27,000",6.8,6.1,7.5
"New Jersey, Congressional District 6 (113th - current)",Bachelor's Degree,"107,000",26.9,25.7,28.1
"New Jersey, Congressional District 6 (113th - current)",Graduate Degree,"67,000",16.8,15.9,17.7
"New Jersey, Congressional District 7 (113th - current)",Not a high school graduate,"19,000",4.9,4.2,5.6
"New Jersey, Congressional District 7 (113th - current)",High school diploma or GED,"121,000",31.0,29.4,32.5
"New Jersey, Congressional District 7 (113th - current)",Associate's Degree,"23,000",5.9,5.3,6.5
"New Jersey, Congressional District 7 (113th - current)",Bachelor's Degree,"131,000",33.3,32.1,34.5
"New Jersey, Congressional District 7 (113th - current)",Graduate Degree,"98,000",24.9,23.9,25.9
