REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
"Massachusetts, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.0,9.2,10.9
"Massachusetts, Congressional District 1 (113th - current)",Bachelor's Degree,"72,000",18.9,17.9,19.9
"Massachusetts, Congressional District 1 (113th - current)",Graduate Degree,"43,000",11.2,10.4,11.9
"Massachusetts, Congressional District 2 (113th - current)",Not a high school graduate,"26,000",6.8,6.0,7.6
"Massachusetts, Congressional District 2 (113th - current)",High school diploma or GED,"162,000",42.3,40.9,43.8
"Massachusetts, Congressional District 2 (113th - current)",Associate's Degree,"35,000",9.2,8.4,9.9
"Massachusetts, Congressional District 2 (113th - current)",Bachelor's Degree,"98,000",25.5,24.3,26.7
"Massachusetts, Congressional District 2 (113th - current)",Graduate Degree,"62,000",16.2,15.3,17.1
"Massachusetts, Congressional District 3 (113th - current)",Not a high school graduate,"42,000",10.1,9.3,11.0
"Massachusetts, Congressional District 3 (113th - current)",High school diploma or GED,"175,000",42.2,40.8,43.7
"Massachusetts, Congressional District 3 (113th - current)",Associate's Degree,"34,000",8.1,7.4,8.8
"Massachusetts, Congressional District 3 (113th - current)",Bachelor's Degree,"92,000",22.2,21.2,23.2
"Massachusetts, Congressional District 3 (113th - current)",Graduate Degree,"72,000",17.3,16.4,18.2
"Massachusetts, Congressional District 4 (113th - current)",Not a high school graduate,"19,000",4.7,4.1,5.4
"Massachusetts, Congressional District 4 (113th - current)",High school diploma or GED,"128,000",32.0,30.7,33.4
"Massachusetts, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.1,7.4,8.8
"Massachusetts, Congressional District 4 (113th - current)",Bachelor's Degree,"115,000",28.8,27.7,29.9
"Massachusetts, Congressional District 4 (113th - current)",Graduate Degree,"105,000",26.2,25.2,27.3
"Massachusetts, Congressional District 5 (113th - current)",Not a high school graduate,"22,000",5.1,4.5,5.8
"Massachusetts, Congressional District 5 (113th - current)",High school diploma or GED,"121,000",28.5,27.2,29.7
"Massachusetts, Congressional District 5 (113th - current)",Associate's Degree,"22,000",5.1,4.6,5.7
"Massachusetts, Congressional District 5 (113th - current)",Bachelor's Degree,"125,000",29.5,28.4,30.6
"Massachusetts, Congressional District 5 (113th - current)",Graduate Degree,"135,000",31.9,30.8,32.9
"Massachusetts, Congressional District 6 (113th - current)",Not a high school graduate,"23,000",5.6,5.0,6.3
"Massachusetts, Congressional District 6 (113th - current)",High school diploma or GED,"156,000",37.9,36.4,39.3
"Massachusetts, Congressional District 6 (113th - current)",Associate's Degree,"33,000",8.1,7.4,8.8
"Massachusetts, Congressional District 6 (113th - current)",Bachelor's Degree,"126,000",30.6,29.5,31.7
"Massachusetts, Congressional District 6 (113th - current)",Graduate Degree,"73,000",17.9,17.0,18.7
"Massachusetts, Congressional District 7 (113th - current)",Not a high school graduate,"51,000",11.1,10.2,12.1
"Massachusetts, Congressional District 7 (113th - current)",High school diploma or GED,"163,000",35.7,34.2,37.2
"Massachusetts, Congressional District 7 (113th - current)",Associate's Degree,"21,000",4.7,4.1,5.2
"Massachusetts, Congressional District 7 (113th - current)",Bachelor's Degree,"117,000",25.5,24.4,26.7
"Massachusetts, Congressional District 7 (113th - current)",Graduate Degree,"105,000",23.0,22.0,24.0
"Massachusetts, Congressional District 8 (113th - current)",Not a high school graduate,"30,000",6.9,6.2,7.6
"Massachusetts, Congressional District 8 (113th - current)",High school diploma or GED,"147,000",34.2,33.0,35.4
"Massachusetts, Congressional District 8 (113th - current)",Associate's Degree,"33,000",7.6,6.9,8.4
"Massachusetts, Congressional District 8 (113th - current)",Bachelor's Degree,"135,000",31.5,30.1,32.8
"Massachusetts, Congressional District 8 (113th - current)",Graduate Degree,"85,000",19.8,18.8,20.7
"Massachusetts, Congressional District 9 (113th - current)",Not a high school graduate,"30,000",7.8,7.1,8.6
"Massachusetts, Congressional District 9 (113th - current)",High school diploma or GED,"178,000",46.7,45.2,48.3
"Massachusetts, Congressional District 9 (113th - current)",Associate's Degree,"40,000",10.6,9.8,11.4
"Massachusetts, Congressional District 9 (113th - current)",Bachelor's Degree,"85,000",22.2,21.1,23.4
"Massachusetts, Congressional District 9 (113th - current)",Graduate Degree,"48,000",12.6,11.8,13.5
"Michigan, Congressional District 1 (113th - current)",Not a high school graduate,"23,000",6.5,6.0,7.0
"Michigan, Congressional District 1 (113th - current)",High school diploma or GED,"198,000",56.4,55.1,57.8
"Michigan, Congressional District 1 (113th - current)",Associate's Degree,"40,000",11.4,10.7,12.1
"Michigan, Congressional District 1 (113th - current)",Bachelor's Degree,"62,000",17.8,17.0,18.6
"Michigan, Congressional District 1 (113th - current)",Graduate Degree,"28,000",7.9,7.3,8.4
"Michigan, Congressional District 2 (113th - current)",Not a high school graduate,"31,000",8.4,7.7,9.2
"Michigan, Congressional District 2 (113th - current)",High school diploma or GED,"193,000",51.9,50.4,53.4
"Michigan, Congressional District 2 (113th - current)",Associate's Degree,"42,000",11.4,10.6,12.1
"Michigan, Congressional District 2 (113th - current)",Bachelor's Degree,"74,000",20.0,19.0,21.1
"Michigan, Congressional District 2 (113th - current)",Graduate Degree,"31,000",8.3,7.6,9.0
"Michigan, Congressional District 3 (113th - current)",Not a high school graduate,"29,000",7.5,6.9,8.2
"Michigan, Congressional District 3 (113th - current)",High school diploma or GED,"187,000",48.2,46.8,49.6
"Michigan, Congressional District 3 (113th - current)",Associate's Degree,"39,000",10.0,9.3,10.6
"Michigan, Congressional District 3 (113th - current)",Bachelor's Degree,"91,000",23.4,22.4,24.4
"Michigan, Congressional District 3 (113th - current)",Graduate Degree,"42,000",10.9,10.2,11.7
"Michigan, Congressional District 4 (113th - current)",Not a high school graduate,"25,000",7.2,6.6,7.7
"Michigan, Congressional District 4 (113th - current)",High school diploma or GED,"201,000",57.5,56.2,58.8
"Michigan, Congressional District 4 (113th - current)",Associate's Degree,"39,000",11.3,10.7,11.9
"Michigan, Congressional District 4 (113th - current)",Bachelor's Degree,"53,000",15.3,14.5,16.1
"Michigan, Congressional District 4 (113th - current)",Graduate Degree,"31,000",8.7,8.2,9.3
"Michigan, Congressional District 5 (113th - current)",Not a high school graduate,"30,000",8.7,8.0,9.5
"Michigan, Congressional District 5 (113th - current)",High school diploma or GED,"207,000",59.1,57.4,60.8
"Michigan, Congressional District 5 (113th - current)",Associate's Degree,"40,000",11.5,10.7,12.2
"Michigan, Congressional District 5 (113th - current)",Bachelor's Degree,"49,000",13.9,13.1,14.8
"Michigan, Congressional District 5 (113th - current)",Graduate Degree,"24,000",6.8,6.2,7.4
"Michigan, Congressional District 6 (113th - current)",Not a high school graduate,"31,000",8.6,7.9,9.3
"Michigan, Congressional District 6 (113th - current)",High school diploma or GED,"187,000",51.9,50.5,53.4
"Michigan, Congressional District 6 (113th - current)",Associate's Degree,"39,000",10.8,10.1,11.5
"Michigan, Congressional District 6 (113th - current)",Bachelor's Degree,"67,000",18.7,17.8,19.6
"Michigan, Congressional District 6 (113th - current)",Graduate Degree,"36,000",9.9,9.2,10.6
"Michigan, Congressional District 7 (113th - current)",Not a high school graduate,"23,000",6.4,5.8,7.0
"Michigan, Congressional District 7 (113th - current)",High school diploma or GED,"210,000",57.3,55.7,58.8
"Michigan, Congressional District 7 (113th - current)",Associate's Degree,"42,000",11.3,10.5,12.1
"Michigan, Congressional District 7 (113th - current)",Bachelor's Degree,"59,000",16.2,15.3,17.0
"Michigan, Congressional District 7 (113th - current)",Graduate Degree,"33,000",8.9,8.2,9.6
"Michigan, Congressional District 8 (113th - current)",Not a high school graduate,"18,000",4.8,4.3,5.4
"Michigan, Congressional District 8 (113th - current)",High school diploma or GED,"155,000",41.4,40.1,42.7
"Michigan, Congressional District 8 (113th - current)",Associate's Degree,"37,000",9.9,9.2,10.6
"Michigan, Congressional District 8 (113th - current)",Bachelor's Degree,"98,000",26.3,25.3,27.3
"Michigan, Congressional District 8 (113th - current)",Graduate Degree,"66,000",17.5,16.7,18.3
"Michigan, Congressional District 9 (113th - current)",Not a high school graduate,"33,000",8.4,7.7,9.1
"Michigan, Congressional District 9 (113th - current)",High school diploma or GED,"195,000",49.0,47.6,50.5
"Michigan, Congressional District 9 (113th - current)",Associate's Degree,"41,000",10.3,9.6,11.0
"Michigan, Congressional District 9 (113th - current)",Bachelor's Degree,"81,000",20.4,19.4,21.3
"Michigan, Congressional District 9 (113th - current)",Graduate Degree,"47,000",11.9,11.2,12.6
"Michigan, Congressional District 10 (113th - current)",Not a high school graduate,"27,000",7.2,6.5,7.8
"Michigan, Congressional District 10 (113th - current)",High school diploma or GED,"205,000",54.3,53.0,55.6
"Michigan, Congressional District 10 (113th - current)",Associate's Degree,"50,000",13.2,12.5,13.9
"Michigan, Congressional District 10 (113th - current)",Bachelor's Degree,"62,000",16.4,15.5,17.4
"Michigan, Congressional District 10 (113th - current)",Graduate Degree,"34,000",8.9,8.2,9.6
"Michigan, Congressional District 11 (113th - current)",Not a high school graduate,"15,000",3.9,3.4,4.4
"Michigan, Congressional District 11 (113th - current)",High school diploma or GED,"134,000",33.9,32.7,35.1
"Michigan, Congressional District 11 (113th - current)",Associate's Degree,"37,000",9.3,8.7,10.0
"Michigan, Congressional District 11 (113th - current)",Bachelor's Degree,"124,000",31.4,30.3,32.5
"Michigan, Congressional District 11 (113th - current)",Graduate Degree,"85,000",21.5,20.6,22.3
"Michigan, Congressional District 12 (113th - current)",Not a high school graduate,"28,000",7.8,7.1,8.5
"Michigan, Congressional District 12 (113th - current)",High school diploma or GED,"171,000",46.9,45.3,48.4
"Michigan, Congressional District 12 (113th - current)",Associate's Degree,"34,000",9.2,8.5,9.9
"Michigan, Congressional District 12 (113th - current)",Bachelor's Degree,"69,000",18.9,18.0,19.8
"Michigan, Congressional District 12 (113th - current)",Graduate Degree,"63,000",17.2,16.5,18.0
"Michigan, Congressional District 13 (113th - current)",Not a high school graduate,"54,000",15.5,14.5,16.5
"Michigan, Congressional District 13 (113th - current)",High school diploma or GED,"207,000",59.5,57.8,61.2
"Michigan, Congressional District 13 (113th - current)",Associate's Degree,"28,000",8.0,7.3,8.7
"Michigan, Congressional District 13 (113th - current)",Bachelor's Degree,"38,000",11.0,10.2,11.9
"Michigan, Congressional District 13 (113th - current)",Graduate Degree,"21,000",6.0,5.4,6.5
"Michigan, Congressional District 14 (113th - current)",Not a high school graduate,"42,000",11.7,10.8,12.5
"Michigan, Congressional District 14 (113th - current)",High school diploma or GED,"179,000",49.3,47.8,50.9
"Michigan, Congressional District 14 (113th - current)",Associate's Degree,"30,000",8.1,7.5,8.8
"Michigan, Congressional District 14 (113th - current)",Bachelor's Degree,"60,000",16.5,15.5,17.4
"Michigan, Congressional District 14 (113th - current)",Graduate Degree,"52,000",14.4,13.4,15.3
"Minnesota, Congressional District 1 (113th - current)",Not a high school graduate,"21,000",6.4,5.8,7.0
"Minnesota, Congressional District 1 (113th - current)",High school diploma or GED,"161,000",48.0,46.8,49.3
"Minnesota, Congressional District 1 (113th - current)",Associate's Degree,"50,000",14.7,14.0,15.5
"Minnesota, Congressional District 1 (113th - current)",Bachelor's Degree,"67,000",19.8,19.0,20.6
"Minnesota, Congressional District 1 (113th - current)",Graduate Degree,"37,000",11.0,10.4,11.7
"Minnesota, Congressional District 2 (113th - current)",Not a high school graduate,"19,000",5.0,4.4,5.5
"Minnesota, Congressional District 2 (113th - current)",High school diploma or GED,"156,000",41.3,40.0,42.7
"Minnesota, Congressional District 2 (113th - current)",Associate's Degree,"47,000",12.5,11.8,13.3
"Minnesota, Congressional District 2 (113th - current)",Bachelor's Degree,"108,000",28.5,27.5,29.4
"Minnesota, Congressional District 2 (113th - current)",Graduate Degree,"48,000",12.7,11.9,13.5
"Minnesota, Congressional District 3 (113th - current)",Not a high school graduate,"12,000",3.2,2.7,3.7
"Minnesota, Congressional District 3 (113th - current)",High school diploma or GED,"131,000",33.5,32.2,34.7
"Minnesota, Congressional District 3 (113th - current)",Associate's Degree,"42,000",10.8,10.0,11.5
"Minnesota, Congressional District 3 (113th - current)",Bachelor's Degree,"130,000",33.1,32.0,34.3
"Minnesota, Congressional District 3 (113th - current)",Graduate Degree,"76,000",19.4,18.5,20.4
"Minnesota, Congressional District 4 (113th - current)",Not a high school graduate,"34,000",9.0,8.3,9.8
"Minnesota, Congressional District 4 (113th - current)",High school diploma or GED,"136,000",36.1,34.8,37.5
"Minnesota, Congressional District 4 (113th - current)",Associate's Degree,"37,000",9.7,9.0,10.5
"Minnesota, Congressional District 4 (113th - current)",Bachelor's Degree,"105,000",27.9,26.9,28.9
"Minnesota, Congressional District 4 (113th - current)",Graduate Degree,"65,000",17.1,16.3,18.0
"Minnesota, Congressional District 5 (113th - current)",Not a high school graduate,"36,000",8.7,8.0,9.5
"Minnesota, Congressional District 5 (113th - current)",High school diploma or GED,"137,000",33.6,32.3,34.9
"Minnesota, Congressional District 5 (113th - current)",Associate's Degree,"34,000",8.4,7.8,9.1
"Minnesota, Congressional District 5 (113th - current)",Bachelor's Degree,"130,000",31.9,30.8,32.9
"Minnesota, Congressional District 5 (113th - current)",Graduate Degree,"71,000",17.4,16.5,18.2
"Minnesota, Congressional District 6 (113th - current)",Not a high school graduate,"17,000",4.6,4.1,5.2
"Minnesota, Congressional District 6 (113th - current)",High school diploma or GED,"178,000",47.7,46.3,49.0
"Minnesota, Congressional District 6 (113th - current)",Associate's Degree,"54,000",14.5,13.6,15.3
"Minnesota, Congressional District 6 (113th - current)",Bachelor's Degree,"89,000",23.8,22.7,24.8
"Minnesota, Congressional District 6 (113th - current)",Graduate Degree,"35,000",9.5,8.8,10.2
"Minnesota, Congressional District 7 (113th - current)",Not a high school graduate,"22,000",6.9,6.3,7.5
"Minnesota, Congressional District 7 (113th - current)",High school diploma or GED,"171,000",53.1,51.9,54.3
"Minnesota, Congressional District 7 (113th - current)",Associate's Degree,"55,000",17.2,16.4,18.0
"Minnesota, Congressional District 7 (113th - current)",Bachelor's Degree,"55,000",17.2,16.4,17.9
"Minnesota, Congressional District 7 (113th - current)",Graduate Degree,"18,000",5.6,5.2,6.1
"Minnesota, Congressional District 8 (113th - current)",Not a high school graduate,"19,000",5.7,5.2,6.3
"Minnesota, Congressional District 8 (113th - current)",High school diploma or GED,"184,000",54.9,53.6,56.2
"Minnesota, Congressional District 8 (113th - current)",Associate's Degree,"51,000",15.2,14.4,16.0
"Minnesota, Congressional District 8 (113th - current)",Bachelor's Degree,"57,000",17.0,16.2,17.8
"Minnesota, Congressional District 8 (113th - current)",Graduate Degree,"24,000",7.1,6.6,7.6
"Mississippi, Congressional District 1 (113th - current)",Not a high school graduate,"52,000",13.7,12.7,14.7
"Mississippi, Congressional District 1 (113th - current)",High school diploma or GED,"203,000",53.0,51.2,54.7
"Mississippi, Congressional District 1 (113th - current)",Associate's Degree,"44,000",11.5,10.6,12.3
"Mississippi, Congressional District 1 (113th - current)",Bachelor's Degree,"54,000",14.0,13.0,15.0
"Mississippi, Congressional District 1 (113th - current)",Graduate Degree,"30,000",7.9,7.2,8.6
"Mississippi, Congressional District 2 (113th - current)",Not a high school graduate,"55,000",16.0,14.9,17.0
"Mississippi, Congressional District 2 (113th - current)",High school diploma or GED,"187,000",53.9,52.1,55.7
"Mississippi, Congressional District 2 (113th - current)",Associate's Degree,"40,000",11.5,10.5,12.4
"Mississippi, Congressional District 2 (113th - current)",Bachelor's Degree,"40,000",11.7,10.7,12.6
"Mississippi, Congressional District 2 (113th - current)",Graduate Degree,"24,000",7.0,6.2,7.8
"Mississippi, Congressional District 3 (113th - current)",Not a high school graduate,"46,000",12.3,11.3,13.3
"Mississippi, Congressional District 3 (113th - current)",High school diploma or GED,"185,000",49.2,47.4,51.1
"Mississippi, Congressional District 3 (113th - current)",Associate's Degree,"44,000",11.7,10.6,12.7
"Mississippi, Congressional District 3 (113th - current)",Bachelor's Degree,"63,000",16.6,15.6,17.6
"Mississippi, Congressional District 3 (113th - current)",Graduate Degree,"38,000",10.1,9.2,11.1
"Mississippi, Congressional District 4 (113th - current)",Not a high school graduate,"49,000",12.6,11.5,13.7
"Mississippi, Congressional District 4 (113th - current)",High school diploma or GED,"209,000",53.9,51.9,55.9
"Mississippi, Congressional District 4 (113th - current)",Associate's Degree,"43,000",11.1,10.2,12.1
"Mississippi, Congressional District 4 (113th - current)",Bachelor's Degree,"56,000",14.5,13.4,15.7
"Mississippi, Congressional District 4 (113th - current)",Graduate Degree,"30,000",7.8,7.0,8.7
"Missouri, Congressional District 1 (113th - current)",Not a high school graduate,"37,000",9.2,8.3,10.1
"Missouri, Congressional District 1 (113th - current)",High school diploma or GED,"193,000",48.4,46.6,50.2
"Missouri, Congressional District 1 (113th - current)",Associate's Degree,"35,000",8.8,7.9,9.7
"Missouri, Congressional District 1 (113th - current)",Bachelor's Degree,"76,000",19.2,18.3,20.1
"Missouri, Congressional District 1 (113th - current)",Graduate Degree,"57,000",14.4,13.6,15.3
"Missouri, Congressional District 2 (113th - current)",Not a high school graduate,"14,000",3.6,3.1,4.1
"Missouri, Congressional District 2 (113th - current)",High school diploma or GED,"136,000",34.0,32.6,35.4
"Missouri, Congressional District 2 (113th - current)",Associate's Degree,"34,000",8.4,7.7,9.1
"Missouri, Congressional District 2 (113th - current)",Bachelor's Degree,"126,000",31.4,30.4,32.5
"Missouri, Congressional District 2 (113th - current)",Graduate Degree,"90,000",22.5,21.5,23.5
"Missouri, Congressional District 3 (113th - current)",Not a high school graduate,"35,000",8.6,7.8,9.4
"Missouri, Congressional District 3 (113th - current)",High school diploma or GED,"215,000",51.9,50.4,53.4
"Missouri, Congressional District 3 (113th - current)",Associate's Degree,"43,000",10.5,9.7,11.3
"Missouri, Congressional District 3 (113th - current)",Bachelor's Degree,"82,000",19.7,18.7,20.8
"Missouri, Congressional District 3 (113th - current)",Graduate Degree,"38,000",9.3,8.6,10.0
"Missouri, Congressional District 4 (113th - current)",Not a high school graduate,"38,000",10.3,9.4,11.1
"Missouri, Congressional District 4 (113th - current)",High school diploma or GED,"198,000",53.0,51.5,54.6
"Missouri, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.3,8.5,10.1
"Missouri, Congressional District 4 (113th - current)",Bachelor's Degree,"65,000",17.3,16.3,18.3
"Missouri, Congressional District 4 (113th - current)",Graduate Degree,"38,000",10.1,9.3,10.9
"Missouri, Congressional District 5 (113th - current)",Not a high school graduate,"43,000",10.4,9.6,11.2
"Missouri, Congressional District 5 (113th - current)",High school diploma or GED,"217,000",52.9,51.2,54.6
"Missouri, Congressional District 5 (113th - current)",Associate's Degree,"31,000",7.6,6.9,8.3
"Missouri, Congressional District 5 (113th - current)",Bachelor's Degree,"79,000",19.2,18.2,20.1
"Missouri, Congressional District 5 (113th - current)",Graduate Degree,"41,000",10.0,9.3,10.6
"Missouri, Congressional District 6 (113th - current)",Not a high school graduate,"28,000",7.1,6.4,7.7
"Missouri, Congressional District 6 (113th - current)",High school diploma or GED,"213,000",54.5,53.2,55.8
"Missouri, Congressional District 6 (113th - current)",Associate's Degree,"33,000",8.5,7.8,9.1
"Missouri, Congressional District 6 (113th - current)",Bachelor's Degree,"76,000",19.4,18.5,20.3
"Missouri, Congressional District 6 (113th - current)",Graduate Degree,"41,000",10.5,9.9,11.2
"Missouri, Congressional District 7 (113th - current)",Not a high school graduate,"40,000",10.5,9.6,11.4
"Missouri, Congressional District 7 (113th - current)",High school diploma or GED,"208,000",54.4,52.7,56.0
"Missouri, Congressional District 7 (113th - current)",Associate's Degree,"33,000",8.7,8.0,9.5
"Missouri, Congressional District 7 (113th - current)",Bachelor's Degree,"69,000",18.0,17.0,19.0
"Missouri, Congressional District 7 (113th - current)",Graduate Degree,"32,000",8.4,7.7,9.1
"Missouri, Congressional District 8 (113th - current)",Not a high school graduate,"51,000",13.8,12.8,14.8
"Missouri, Congressional District 8 (113th - current)",High school diploma or GED,"222,000",60.1,58.5,61.7
"Missouri, Congressional District 8 (113th - current)",Associate's Degree,"32,000",8.7,7.9,9.5
"Missouri, Congressional District 8 (113th - current)",Bachelor's Degree,"44,000",11.9,11.0,12.7
"Missouri, Congressional District 8 (113th - current)",Graduate Degree,"20,000",5.5,4.9,6.2
"Montana, Congressional District (at Large) (113th - current)",Not a high school graduate,"35,000",6.5,6.0,7.1
"Montana, Congressional District (at Large) (113th - current)",High school diploma or GED,"271,000",50.7,49.4,52.1
"Montana, Congressional District (at Large) (113th - current)",Associate's Degree,"54,000",10.1,9.5,10.7
"Montana, Congressional District (at Large) (113th - current)",Bachelor's Degree,"121,000",22.6,21.7,23.5
"Montana, Congressional District (at Large) (113th - current)",Graduate Degree,"54,000",10.0,9.4,10.7
"Nebraska, Congressional District 1 (113th - current)",Not a high school graduate,"23,000",7.1,6.3,8.0
"Nebraska, Congressional District 1 (113th - current)",High school diploma or GED,"144,000",45.3,43.9,46.7
"Nebraska, Congressional District 1 (113th - current)",Associate's Degree,"44,000",13.7,13.0,14.5
"Nebraska, Congressional District 1 (113th - current)",Bachelor's Degree,"74,000",23.1,22.0,24.2
"Nebraska, Congressional District 1 (113th - current)",Graduate Degree,"34,000",10.7,10.0,11.4
"Nebraska, Congressional District 2 (113th - current)",Not a high school graduate,"31,000",8.6,7.9,9.4
"Nebraska, Congressional District 2 (113th - current)",High school diploma or GED,"145,000",41.2,39.7,42.6
"Nebraska, Congressional District 2 (113th - current)",Associate's Degree,"31,000",8.7,8.0,9.3
"Nebraska, Congressional District 2 (113th - current)",Bachelor's Degree,"96,000",27.2,26.0,28.3
"Nebraska, Congressional District 2 (113th - current)",Graduate Degree,"51,000",14.3,13.6,15.1
"Nebraska, Congressional District 3 (113th - current)",Not a high school graduate,"28,000",9.4,8.5,10.3
"Nebraska, Congressional District 3 (113th - current)",High school diploma or GED,"158,000",53.8,52.4,55.2
"Nebraska, Congressional District 3 (113th - current)",Associate's Degree,"38,000",13.0,12.2,13.7
"Nebraska, Congressional District 3 (113th - current)",Bachelor's Degree,"49,000",16.8,15.9,17.6
"Nebraska, Congressional District 3 (113th - current)",Graduate Degree,"21,000",7.1,6.5,7.6
"Nevada, Congressional District 1 (113th - current)",Not a high school graduate,"89,000",22.2,21.0,23.4
"Nevada, Congressional District 1 (113th - current)",High school diploma or GED,"230,000",57.4,55.8,59.0
"Nevada, Congressional District 1 (113th - current)",Associate's Degree,"23,000",5.7,5.1,6.2
"Nevada, Congressional District 1 (113th - current)",Bachelor's Degree,"40,000",10.1,9.3,10.8
"Nevada, Congressional District 1 (113th - current)",Graduate Degree,"19,000",4.7,4.2,5.2
"Nevada, Congressional District 2 (113th - current)",Not a high school graduate,"42,000",10.9,10.0,11.8
"Nevada, Congressional District 2 (113th - current)",High school diploma or GED,"202,000",53.0,51.2,54.9
"Nevada, Congressional District 2 (113th - current)",Associate's Degree,"35,000",9.1,8.4,9.8
"Nevada, Congressional District 2 (113th - current)",Bachelor's Degree,"69,000",18.1,17.0,19.2
"Nevada, Congressional District 2 (113th - current)",Graduate Degree,"34,000",8.9,8.2,9.6
"Nevada, Congressional District 3 (113th - current)",Not a high school graduate,"26,000",6.1,5.4,6.8
"Nevada, Congressional District 3 (113th - current)",High school diploma or GED,"221,000",50.9,49.2,52.6
"Nevada, Congressional District 3 (113th - current)",Associate's Degree,"41,000",9.4,8.6,10.1
"Nevada, Congressional District 3 (113th - current)",Bachelor's Degree,"101,000",23.1,21.9,24.3
"Nevada, Congressional District 3 (113th - current)",Graduate Degree,"46,000",10.6,9.8,11.3
"Nevada, Congressional District 4 (113th - current)",Not a high school graduate,"57,000",14.6,13.6,15.5
"Nevada, Congressional District 4 (113th - current)",High school diploma or GED,"210,000",54.2,52.7,55.8
"Nevada, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.1,8.2,9.9
"Nevada, Congressional District 4 (113th - current)",Bachelor's Degree,"60,000",15.4,14.3,16.5
"Nevada, Congressional District 4 (113th - current)",Graduate Degree,"26,000",6.7,6.1,7.3
"New Hampshire, Congressional District 1 (113th - current)",Not a high school graduate,"23,000",6.3,5.6,7.0
"New Hampshire, Congressional District 1 (113th - current)",High school diploma or GED,"161,000",43.8,42.3,45.3
"New Hampshire, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.4,9.5,11.2
"New Hampshire, Congressional District 1 (113th - current)",Bachelor's Degree,"91,000",24.8,23.6,26.0
"New Hampshire, Congressional District 1 (113th - current)",Graduate Degree,"54,000",14.7,13.7,15.6
"New Hampshire, Congressional District 2 (113th - current)",Not a high school graduate,"20,000",5.5,4.9,6.1
"New Hampshire, Congressional District 2 (113th - current)",High school diploma or GED,"163,000",46.0,44.5,47.5
"New Hampshire, Congressional District 2 (113th - current)",Associate's Degree,"40,000",11.1,10.4,11.9
"New Hampshire, Congressional District 2 (113th - current)",Bachelor's Degree,"83,000",23.3,22.3,24.3
"New Hampshire, Congressional District 2 (113th - current)",Graduate Degree,"50,000",14.1,13.3,15.0
"New Jersey, Congressional District 1 (113th - current)",Not a high school graduate,"31,000",7.8,7.1,8.6
"New Jersey, Congressional District 1 (113th - current)",High school diploma or GED,"191,000",49.0,47.4,50.7
"New Jersey, Congressional District 1 (113th - current)",Associate's Degree,"32,000",8.3,7.5,9.0
"New Jersey, Congressional District 1 (113th - current)",Bachelor's Degree,"86,000",22.1,21.0,23.2
"New Jersey, Congressional District 1 (113th - current)",Graduate Degree,"50,000",12.8,11.9,13.6
"New Jersey, Congressional District 2 (113th - current)",Not a high school graduate,"38,000",10.3,9.5,11.2
"New Jersey, Congressional District 2 (113th - current)",High school diploma or GED,"192,000",51.9,50.2,53.7
"New Jersey, Congressional District 2 (113th - current)",Associate's Degree,"33,000",8.9,8.2,9.7
"New Jersey, Congressional District 2 (113th - current)",Bachelor's Degree,"69,000",18.7,17.7,19.8
"New Jersey, Congressional District 2 (113th - current)",Graduate Degree,"37,000",10.1,9.3,10.9
"New Jersey, Congressional District 3 (113th - current)",Not a high school graduate,"19,000",4.9,4.4,5.5
"New Jersey, Congressional District 3 (113th - current)",High school diploma or GED,"187,000",48.1,46.6,49.6
"New Jersey, Congressional District 3 (113th - current)",Associate's Degree,"41,000",10.6,9.7,11.4
"New Jersey, Congressional District 3 (113th - current)",Bachelor's Degree,"94,000",24.3,23.2,25.4
"New Jersey, Congressional District 3 (113th - current)",Graduate Degree,"47,000",12.2,11.4,12.9
"New Jersey, Congressional District 4 (113th - current)",Not a high school graduate,"25,000",6.7,6.0,7.5
"New Jersey, Congressional District 4 (113th - current)",High school diploma or GED,"153,000",40.4,38.8,41.9
"New Jersey, Congressional District 4 (113th - current)",Associate's Degree,"29,000",7.7,7.0,8.5
"New Jersey, Congressional District 4 (113th - current)",Bachelor's Degree,"110,000",29.1,27.9,30.2
"New Jersey, Congressional District 4 (113th - current)",Graduate Degree,"61,000",16.1,15.2,17.0
"New Jersey, Congressional District 5 (113th - current)",Not a high school graduate,"18,000",4.6,4.1,5.2
"New Jersey, Congressional District 5 (113th - current)",High school diploma or GED,"143,000",36.4,35.0,37.8
"New Jersey, Congressional District 5 (113th - current)",Associate's Degree,"29,000",7.5,6.7,8.2
"New Jersey, Congressional District 5 (113th - current)",Bachelor's Degree,"126,000",32.1,31.0,33.3
"New Jersey, Congressional District 5 (113th - current)",Graduate Degree,"76,000",19.4,18.4,20.3
"New Jersey, Congressional District 6 (113th - current)",Not a high school graduate,"36,000",9.0,8.2,9.7
"New Jersey, Congressional District 6 (113th - current)",High school diploma or GED,"157,000",38.9,37.4,40.4
"New Jersey, Congressional District 6 (113th - current)",Associate's Degree,"29,000",7.2,6.5,7.8
